"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU22956"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU22957"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22958"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus Nomurabacteria"	NA	NA	NA
"OTU22959"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22960"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU22961"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU22962"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU22963"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22964"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	"parvula"
"OTU22965"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22966"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU22967"	"Bacteria"	"Bacillota"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	NA
"OTU22968"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Simkaniaceae"	NA	NA
"OTU22969"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU22970"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"OTU22971"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22972"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22973"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU22974"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU22975"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Magasanikbacteria"	NA	NA	NA
"OTU22976"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"OTU22977"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22978"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU22979"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	NA	NA	NA
"OTU22980"	"Bacteria"	"Patescibacteria"	NA	NA	NA	NA	NA
"OTU22981"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU22982"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU22983"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU22984"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22985"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU22986"	"Bacteria"	"Patescibacteria"	"WWE3"	NA	NA	NA	NA
"OTU22987"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU22988"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales"	"Sedimentibacteraceae"	NA	NA
"OTU22989"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU22990"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22991"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22992"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22993"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22994"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	NA	NA	NA
"OTU22995"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22996"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU22997"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	NA	NA
"OTU22998"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU22999"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU23000"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23001"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"OTU23002"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Mageeibacillus"	NA
"OTU23003"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalogenimonas"	NA
"OTU23004"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23005"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23006"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"OTU23007"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23008"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23009"	"Bacteria"	"Nitrospirota"	"Thermodesulfovibrionia"	NA	NA	NA	NA
"OTU23010"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU23011"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23012"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23013"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23014"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU23015"	"Bacteria"	"Bacillota"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	NA
"OTU23016"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23017"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23018"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU23019"	"Bacteria"	"Bacillota"	"Clostridia"	NA	NA	NA	NA
"OTU23020"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23021"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23022"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23023"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	"Sporomusa"	"ovata"
"OTU23024"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU23025"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU23026"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU23027"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	NA	NA	NA
"OTU23028"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23029"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23030"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU23031"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23032"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Simkaniaceae"	NA	NA
"OTU23033"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23034"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU23035"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	NA
"OTU23036"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23037"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23038"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	NA	NA
"OTU23039"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Limnohabitans"	NA
"OTU23040"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU23041"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23042"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Falkowbacteria"	NA	NA	NA
"OTU23043"	"Bacteria"	"Bacillota"	"Desulfitobacteriia"	"Desulfitobacteriales"	"Desulfitobacteriaceae"	"Desulfitobacterium"	NA
"OTU23044"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Lentimicrobiaceae"	"Lentimicrobium"	"saccharophilum"
"OTU23045"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23046"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	"flavus"
"OTU23047"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadia"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"aurantiaca"
"OTU23048"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Candidatus Raymondbacteria"	NA	NA
"OTU23049"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23050"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Vermiphilaceae"	NA	NA
"OTU23051"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23052"	"Bacteria"	"Verrucomicrobiota"	NA	NA	NA	NA	NA
"OTU23053"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23054"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"DscP2"	NA	NA	NA
"OTU23055"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU23056"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23057"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23058"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU23059"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23060"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23061"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU23062"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23063"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus Ryanbacteria"	NA	NA	NA
"OTU23064"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA	NA
"OTU23065"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23066"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU23067"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23068"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23069"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Methylomirabilales"	"Methylomirabilaceae"	"Candidatus Methylomirabilis"	NA
"OTU23070"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU23071"	"Bacteria"	"Cyanobacteriota"	NA	NA	NA	NA	NA
"OTU23072"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU23073"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU23074"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23075"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23076"	"Bacteria"	"Verrucomicrobiota"	NA	NA	NA	NA	NA
"OTU23077"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23078"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU23079"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23080"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23081"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23082"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23083"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU23084"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23085"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	NA	NA
"OTU23086"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU23087"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23088"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23089"	"Bacteria"	"Atribacterota"	NA	NA	NA	NA	NA
"OTU23090"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"acidicola"
"OTU23091"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23092"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Uhrbacteria"	NA	NA	NA
"OTU23093"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	"soli"
"OTU23094"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	NA
"OTU23095"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23096"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Steroidobacterales"	"Steroidobacteraceae"	"Steroidobacter"	"denitrificans"
"OTU23097"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23098"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23099"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23100"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Herbinix"	"luporum"
"OTU23101"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU23102"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU23103"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA	NA
"OTU23104"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23105"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23106"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23107"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23108"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	NA	NA	NA	NA
"OTU23109"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23110"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23111"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	NA
"OTU23112"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"OTU23113"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23114"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23115"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23116"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Pelolinea"	"submarina"
"OTU23117"	"Bacteria"	"Patescibacteria"	NA	NA	NA	NA	NA
"OTU23118"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23119"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU23120"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU23121"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	NA	NA
"OTU23122"	"Bacteria"	"Verrucomicrobiota"	NA	NA	NA	NA	NA
"OTU23123"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA	NA
"OTU23124"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23125"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23126"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Absconditabacteriales (SR1)"	NA	NA	NA
"OTU23127"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	"Oligoflexus"	"tunisiensis"
"OTU23128"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23129"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	NA
"OTU23130"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU23131"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23132"	NA	NA	NA	NA	NA	NA	NA
"OTU23133"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23134"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	"arsenicoxydans"
"OTU23135"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23136"	"Bacteria"	"Fibrobacterota"	NA	NA	NA	NA	NA
"OTU23137"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23138"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23139"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	"Chthoniobacteraceae"	NA	NA
"OTU23140"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23141"	"Bacteria"	"Myxococcota"	NA	NA	NA	NA	NA
"OTU23142"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23143"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU23144"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU23145"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"amylolyticus"
"OTU23146"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Uhrbacteria"	NA	NA	NA
"OTU23147"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23148"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	NA
"OTU23149"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23150"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU23151"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalogenimonas"	NA
"OTU23152"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Falkowbacteria"	NA	NA	NA
"OTU23153"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23154"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23155"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"SWB02"	NA
"OTU23156"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU23157"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	NA
"OTU23158"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23159"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23160"	"Bacteria"	"Chloroflexota"	NA	NA	NA	NA	NA
"OTU23161"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23162"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"GIF9"	NA	NA	NA
"OTU23163"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Candidatus Raymondbacteria"	NA	NA
"OTU23164"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23165"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Prosthecobacter"	NA
"OTU23166"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23167"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23168"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23169"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23170"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	NA	NA
"OTU23171"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU23172"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23173"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	NA
"OTU23174"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU23175"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23176"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"	"Candidatus Latescibacter"	"anaerobius"
"OTU23177"	"Bacteria"	"Bacillota"	"Symbiobacteriia"	"Symbiobacteriales"	"Symbiobacteraceae"	"Symbiobacterium"	"thermophilum"
"OTU23178"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"OTU23179"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23180"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23181"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23182"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23183"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"AKYH767"	NA	NA
"OTU23184"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	NA	NA
"OTU23185"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23186"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU23187"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23188"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU23189"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23190"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA	NA
"OTU23191"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	NA	NA	NA	NA
"OTU23192"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA
"OTU23193"	"Bacteria"	"Planctomycetota"	"Pla3 lineage"	NA	NA	NA	NA
"OTU23194"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Pacebacteria"	NA	NA	NA
"OTU23195"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23196"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Pelolinea"	"submarina"
"OTU23197"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23198"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA	NA
"OTU23199"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23200"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23201"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA	NA
"OTU23202"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23203"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23204"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23205"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23206"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU23207"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"amylolyticus"
"OTU23208"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Opitutaceae"	NA	NA
"OTU23209"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23210"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23211"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	NA	NA	NA	NA
"OTU23212"	"Bacteria"	"Bacillota"	"Clostridia"	"Tissierellales"	"Anaerovoracaceae"	NA	NA
"OTU23213"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23214"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23215"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23216"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU23217"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	NA	NA
"OTU23218"	"Bacteria"	NA	NA	NA	NA	NA	NA
