"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"classifier"
"OTU18352"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU18353"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU18354"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus albus"	"NCBI"
"OTU18355"	NA	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"
"OTU18356"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Criblamydiaceae"	"Estrella"	"Estrella lausannensis"	"NCBI"
"OTU18357"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Tagaea"	"Tagaea sp."	"NCBI"
"OTU18358"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU18359"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Rubinisphaera"	"Rubinisphaera brasiliensis"	"NCBI"
"OTU18360"	NA	"Bacillota"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Herbinix"	"Herbinix luporum"	"NCBI"
"OTU18361"	NA	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfosediminicola"	"Desulfosediminicola flagellatus"	"NCBI"
"OTU18362"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18363"	NA	"Actinomycetota"	"Acidimicrobiia"	"Acidimicrobiales"	"Iamiaceae"	"Aquihabitans"	"Aquihabitans daechungensis"	"NCBI"
"OTU18364"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta hypogea"	"NCBI"
"OTU18365"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18366"	NA	"Chloroflexota"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	"Litorilinea"	"Litorilinea aerophila"	"NCBI"
"OTU18367"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	NA	NA	NA	"Candidatus Peribacteria bacterium"	"NCBI"
"OTU18368"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium sp. NIBR 498073"	"NCBI"
"OTU18369"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"
"OTU18370"	NA	"Planctomycetota"	NA	NA	NA	NA	"Planctomycetes bacterium Pla163"	"NCBI"
"OTU18371"	NA	"Acidobacteriota"	"Thermoanaerobaculia"	NA	NA	NA	"Thermoanaerobaculia bacterium"	"NCBI"
"OTU18372"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18373"	NA	"Candidatus Latescibacteria"	NA	NA	NA	NA	"Candidatus Latescibacteria bacterium"	"NCBI"
"OTU18374"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Hepatoplasma"	"Candidatus Hepatoplasma crinochetorum"	"NCBI"
"OTU18375"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU18376"	NA	"Planctomycetota"	"Planctomycetia"	NA	NA	NA	"Planctomycetia bacterium"	"NCBI"
"OTU18377"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Geobacter sulfurreducens"	"NCBI"
"OTU18378"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctopirus"	"Planctopirus ephydatiae"	"NCBI"
"OTU18379"	NA	"Actinomycetota"	"Rubrobacteria"	"Rubrobacterales"	"Baekduiaceae"	"Baekduia"	"Baekduia sp. 0141_2"	"NCBI"
"OTU18380"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"
"OTU18381"	NA	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"	"Sediminispirochaeta smaragdinae"	"NCBI"
"OTU18382"	NA	NA	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"
"OTU18383"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU18384"	NA	"Candidatus Gracilibacteria"	NA	NA	NA	NA	"Candidatus Gracilibacteria bacterium 28_42_T64"	"NCBI"
"OTU18385"	NA	"Bacillota"	"Clostridia"	"Eubacteriales"	"Desulfitobacteriaceae"	"Desulfosporosinus"	"Desulfosporosinus nitroreducens"	"NCBI"
"OTU18386"	NA	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	NA	NA	"Nitrospirales bacterium"	"NCBI"
"OTU18387"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18388"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18389"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU18390"	NA	"Myxococcota"	NA	"Haliangiales"	"Kofleriaceae"	"Haliangium"	"Haliangium ochraceum"	"NCBI"
"OTU18391"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU18392"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18393"	NA	"Rhodophyta"	"Bangiophyceae"	"Galdieriales"	"Galdieriaceae"	"Galdieria"	"Galdieria yellowstonensis"	"NCBI"
"OTU18394"	NA	"Blastocladiomycota"	"Blastocladiomycetes"	"Blastocladiales"	"Blastocladiaceae"	"Blastocladiella"	"Blastocladiella britannica"	"NCBI"
"OTU18395"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"Pelosinus fermentans"	"NCBI"
"OTU18396"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18397"	NA	NA	"Deltaproteobacteria"	"Bradymonadales"	"Microvenatoraceae"	"Microvenator"	"Microvenator marinus"	"NCBI"
"OTU18398"	NA	"Verrucomicrobiota"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Ruficoccus"	"uncultured Ruficoccus sp."	"NCBI"
"OTU18399"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU18400"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18401"	NA	"Verrucomicrobiota"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	"Opitutus terrae"	"NCBI"
"OTU18402"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Phragmitibacter"	"Phragmitibacter sp."	"NCBI"
"OTU18403"	NA	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	NA	"Leontynka"	"Leontynka pallida"	"NCBI"
"OTU18404"	NA	"candidate division NC10"	NA	NA	NA	"Candidatus Methylomirabilis"	"Candidatus Methylomirabilis oxyfera"	"NCBI"
"OTU18405"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	"Victivallales bacterium"	"NCBI"
"OTU18406"	NA	"Actinomycetota"	"Rubrobacteria"	"Rubrobacterales"	"Baekduiaceae"	"Baekduia"	"Baekduia soli"	"NCBI"
"OTU18407"	NA	"Apicomplexa"	"Conoidasida"	"Eucoccidiorida"	"Eimeriidae"	"Cyclospora"	"Cyclospora cayetanensis"	"NCBI"
"OTU18408"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Oculatellaceae"	"Thermoleptolyngbya"	"Thermoleptolyngbya oregonensis"	"NCBI"
"OTU18409"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Minicystis"	"Minicystis rosea"	"NCBI"
"OTU18410"	NA	NA	NA	NA	NA	NA	"uncultured bacterium"	"NCBI"
"OTU18411"	NA	"Candidatus Moranbacteria"	NA	NA	NA	NA	"Candidatus Moranbacteria bacterium"	"NCBI"
"OTU18412"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctopirus"	"Planctopirus ephydatiae"	"NCBI"
"OTU18413"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18414"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"Pseudomonas marginalis"	"NCBI"
"OTU18415"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylosinus"	"Methylosinus sporium"	"NCBI"
"OTU18416"	NA	"Verrucomicrobiota"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Ruficoccus"	"uncultured Ruficoccus sp."	"NCBI"
"OTU18417"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Alkalihalobacillus"	"Alkalihalobacillus alcalophilus"	"NCBI"
"OTU18418"	NA	"Candidatus Aminicenantes"	NA	NA	NA	NA	"Candidatus Aminicenantes bacterium"	"NCBI"
"OTU18419"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU18420"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"
"OTU18421"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18422"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula sp. SH-Sr6A"	"NCBI"
"OTU18423"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Sulfuricellaceae"	"Sulfuriferula"	"Sulfuriferula sp. AH1"	"NCBI"
"OTU18424"	NA	NA	NA	NA	NA	NA	"uncultured bacterium"	"NCBI"
"OTU18425"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Listeriaceae"	"Listeria"	"Listeria monocytogenes"	"NCBI"
"OTU18426"	NA	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"uncultured Ferruginibacter sp."	"NCBI"
"OTU18427"	NA	"Bacillota"	"Clostridia"	"Moorellales"	"Moorellaceae"	"Moorella"	"Moorella glycerini"	"NCBI"
"OTU18428"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU18429"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU18430"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18431"	NA	"Verrucomicrobiota"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Coraliomargarita"	"Coraliomargarita akajimensis"	"NCBI"
"OTU18432"	NA	"Bacillota"	"Clostridia"	"Moorellales"	"Moorellaceae"	"Moorella"	"Moorella humiferrea"	"NCBI"
"OTU18433"	NA	NA	"Deltaproteobacteria"	NA	NA	NA	"uncultured delta proteobacterium"	"NCBI"
"OTU18434"	NA	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	"uncultured Bacteroidales bacterium"	"NCBI"
"OTU18435"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18436"	NA	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Candidatus Electronema"	"Candidatus Electronema sp. GS"	"NCBI"
"OTU18437"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18438"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18439"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobia subdivision 3"	NA	"Verrucomicrobia subdivision 3 bacterium"	"NCBI"
"OTU18440"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18441"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18442"	NA	"Bacillota"	"Clostridia"	"Eubacteriales"	"Peptostreptococcaceae"	"Tepidibacter"	"Tepidibacter sp. SWIR-1"	"NCBI"
"OTU18443"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus aureus"	"NCBI"
"OTU18444"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium sp. NIBR 498073"	"NCBI"
"OTU18445"	NA	NA	"Deltaproteobacteria"	NA	NA	NA	"uncultured delta proteobacterium"	"NCBI"
"OTU18446"	NA	"Candidatus Falkowbacteria"	NA	NA	NA	NA	"Candidatus Falkowbacteria bacterium"	"NCBI"
"OTU18447"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Lacipirellulaceae"	"Botrimarina"	"Botrimarina mediterranea"	"NCBI"
"OTU18448"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter dehalogenans"	"NCBI"
"OTU18449"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Devosiaceae"	"Devosia"	"Devosia sp. J2-20"	"NCBI"
"OTU18450"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geotalea"	"Geotalea uraniireducens"	"NCBI"
"OTU18451"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Criblamydiaceae"	"Estrella"	"Estrella lausannensis"	"NCBI"
"OTU18452"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter dehalogenans"	"NCBI"
"OTU18453"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18454"	NA	"Myxococcota"	NA	"Polyangiales"	"Labilitrichaceae"	"Labilithrix"	"Labilithrix luteola"	"NCBI"
"OTU18455"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Immundisolibacter"	"Immundisolibacter cernigliae"	"NCBI"
"OTU18456"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Jettenia"	"Candidatus Jettenia caeni"	"NCBI"
"OTU18457"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Thauera"	"Thauera sp. DNT-1"	"NCBI"
"OTU18458"	NA	"Fibrobacterota"	"Fibrobacteria"	NA	NA	NA	"uncultured Fibrobacteria bacterium"	"NCBI"
"OTU18459"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18461"	NA	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Pseudobdellovibrionaceae"	"Micavibrio"	"Micavibrio aeruginosavorus"	"NCBI"
"OTU18462"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU18463"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Xenorhabdus"	"Xenorhabdus nematophila"	"NCBI"
"OTU18464"	NA	"Cyanobacteriota"	NA	NA	NA	NA	"cyanobacterium endosymbiont of Epithemia clementina EcSB"	"NCBI"
"OTU18465"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU18466"	NA	"Myxococcota"	NA	"Polyangiales"	"Labilitrichaceae"	"Labilithrix"	"Labilithrix luteola"	"NCBI"
"OTU18467"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Asticcacaulis"	"Asticcacaulis sp. AND118"	"NCBI"
"OTU18468"	NA	NA	"Deltaproteobacteria"	NA	NA	NA	"uncultured delta proteobacterium"	"NCBI"
"OTU18469"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18470"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU18471"	NA	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Pseudochlorella"	"Pseudochlorella pringsheimii"	"NCBI"
"OTU18472"	NA	"Candidatus Gottesmanbacteria"	NA	NA	NA	NA	"Candidatus Gottesmanbacteria bacterium"	"NCBI"
"OTU18473"	NA	"Thermodesulfobacteriota"	"Syntrophobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Syntrophobacter"	"Syntrophobacter fumaroxidans"	"NCBI"
"OTU18475"	NA	"Acidobacteriota"	"Thermoanaerobaculia"	NA	NA	NA	"Thermoanaerobaculia bacterium"	"NCBI"
"OTU18476"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Polystyrenella"	"Polystyrenella longa"	"NCBI"
"OTU18477"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Devosiaceae"	"Devosia"	"Devosia sp."	"NCBI"
"OTU18478"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU18479"	NA	"Bdellovibrionota"	"Bacteriovoracia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Bacteriovorax"	"Bacteriovorax stolpii"	"NCBI"
"OTU18480"	NA	"Spirochaetota"	"Spirochaetia"	"Brachyspirales"	"Brachyspiraceae"	"Brachyspira"	"Brachyspira pilosicoli"	"NCBI"
"OTU18482"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU18484"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU18485"	NA	"candidate division NC10"	NA	NA	NA	"Candidatus Methylomirabilis"	"Candidatus Methylomirabilis oxyfera"	"NCBI"
"OTU18487"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18488"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"Lysobacter sp. HDW10"	"NCBI"
"OTU18489"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Rhodopila"	"Rhodopila sp."	"NCBI"
"OTU18490"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Melioribacteraceae"	NA	"Melioribacteraceae bacterium"	"NCBI"
"OTU18491"	NA	"Candidatus Gottesmanbacteria"	NA	NA	NA	NA	"Candidatus Gottesmanbacteria bacterium"	"NCBI"
"OTU18492"	NA	"Planctomycetota"	"Planctomycetia"	"Gemmatales"	"Gemmataceae"	"Telmatocola"	"Telmatocola sphagniphila"	"NCBI"
"OTU18493"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta hypogea"	"NCBI"
"OTU18494"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU18495"	NA	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	"Bacteroidales bacterium"	"NCBI"
"OTU18496"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Geobacter benzoatilyticus"	"NCBI"
"OTU18497"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	"Victivallales bacterium"	"NCBI"
"OTU18498"	NA	"Bacillota"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Herbinix"	"Herbinix luporum"	"NCBI"
"OTU18499"	NA	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	"Dehalococcoidia bacterium"	"NCBI"
"OTU18500"	NA	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"Nitrospira sp."	"NCBI"
"OTU18501"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU18502"	NA	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	"Dehalococcoides mccartyi"	"NCBI"
"OTU18503"	NA	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	"uncultured Dehalococcoidia bacterium"	"NCBI"
"OTU18504"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	NA	NA	NA	"Candidatus Peribacteria bacterium"	"NCBI"
"OTU18505"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Wigglesworthia"	"Wigglesworthia glossinidia"	"NCBI"
"OTU18506"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU18507"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Minicystis"	"Minicystis rosea"	"NCBI"
"OTU18508"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18509"	NA	"Candidatus Nomurabacteria"	NA	NA	NA	NA	"Candidatus Nomurabacteria bacterium"	"NCBI"
"OTU18510"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"Acidovorax sp. 1608163"	"NCBI"
"OTU18511"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobia subdivision 3"	NA	"Verrucomicrobia subdivision 3 bacterium"	"NCBI"
"OTU18512"	NA	NA	NA	NA	NA	NA	"uncultured archaeon"	"NCBI"
"OTU18513"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Evansella"	"Evansella cellulosilytica"	"NCBI"
"OTU18514"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Parazoarcus"	"Parazoarcus communis"	"NCBI"
"OTU18515"	NA	"Nitrospirota"	"Nitrospiria"	"Candidatus Troglogloeales"	"Candidatus Manganitrophaceae"	"Candidatus Manganitrophus"	"Candidatus Manganitrophus sp."	"NCBI"
"OTU18516"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"Pelosinus fermentans"	"NCBI"
"OTU18517"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Polystyrenella"	"Polystyrenella longa"	"NCBI"
"OTU18518"	NA	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	NA	NA	"uncultured Gemmatimonadales bacterium"	"NCBI"
"OTU18519"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Thermoactinomycetaceae"	"Kroppenstedtia"	"Kroppenstedtia pulmonis"	"NCBI"
"OTU18520"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Janthinobacterium"	"Janthinobacterium sp. 17J80-10"	"NCBI"
"OTU18521"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"Roseomonas fluvialis"	"NCBI"
"OTU18522"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Cypionkella"	"Cypionkella sp."	"NCBI"
"OTU18523"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU18524"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Simkaniaceae"	"Simkania"	"Simkania sp."	"NCBI"
"OTU18525"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Hepatoplasma"	"Candidatus Hepatoplasma crinochetorum"	"NCBI"
"OTU18526"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU18527"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU18528"	NA	NA	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Mallomonas"	"Mallomonas papillosa"	"NCBI"
"OTU18529"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Brocadia"	"Candidatus Brocadia pituitae"	"NCBI"
"OTU18530"	NA	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	"Dehalococcoides mccartyi"	"NCBI"
"OTU18531"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Nostoc"	"Nostoc sp. ATCC 53789"	"NCBI"
