"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV1388"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1388"
"ASV1402"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV1402"
"ASV1407"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1407"
"ASV1423"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1423"
"ASV1436"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1436"
"ASV1438"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV1438"
"ASV1444"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Vischeria"	"Vischeria stellata"	"NCBI"	"ASV1444"
"ASV1447"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV1447"
"ASV1459"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Cylindrospermum"	"Cylindrospermum stagnale"	"NCBI"	"ASV1459"
"ASV1460"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. Pungcheon093006G"	"NCBI"	"ASV1460"
"ASV1462"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1462"
"ASV1484"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1484"
"ASV1498"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"Scenedesmus acunae"	"NCBI"	"ASV1498"
"ASV1503"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV1503"
"ASV1521"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Trichocoleusaceae"	"Trichothermofontia"	"Trichothermofontia sichuanensis"	"NCBI"	"ASV1521"
"ASV1533"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1533"
"ASV1540"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1540"
"ASV1547"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV1547"
"ASV1562"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV1562"
"ASV1570"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Mychonastaceae"	"Mychonastes"	"Mychonastes jurisii"	"NCBI"	"ASV1570"
"ASV1583"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV1583"
"ASV1594"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1594"
"ASV1604"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"Trebouxia sp. TR9"	"NCBI"	"ASV1604"
"ASV1623"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV1623"
"ASV1638"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Planktothrix"	"Planktothrix agardhii"	"NCBI"	"ASV1638"
"ASV1651"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV1651"
"ASV1661"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1661"
"ASV1665"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1665"
"ASV1666"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV1666"
"ASV1670"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV1670"
"ASV1672"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV1672"
"ASV1691"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1691"
"ASV1734"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1734"
"ASV1736"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV1736"
"ASV1743"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. M30B3"	"NCBI"	"ASV1743"
"ASV1775"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV1775"
"ASV1776"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"Tetradesmus obliquus"	"NCBI"	"ASV1776"
"ASV1782"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1782"
"ASV1797"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV1797"
"ASV1833"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Anabaena"	"Anabaena sp. WA102"	"NCBI"	"ASV1833"
"ASV1849"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1849"
"ASV1856"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1856"
"ASV1859"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. A10-1-5-1"	"NCBI"	"ASV1859"
"ASV1883"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1883"
"ASV1892"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV1892"
"ASV1895"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV1895"
"ASV1906"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Cladophorales"	"Pithophoraceae"	"Aegagropila"	"Aegagropila linnaei"	"NCBI"	"ASV1906"
"ASV1907"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Tous-M-B4"	"NCBI"	"ASV1907"
"ASV1948"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1948"
"ASV1953"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"Chroococcidiopsis sp. CCALA 046"	"NCBI"	"ASV1953"
"ASV1975"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV1975"
"ASV1977"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1977"
"ASV1978"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV1978"
"ASV1989"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1989"
"ASV1995"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Leptocylindrales"	"Leptocylindraceae"	"Tenuicylindrus"	"Tenuicylindrus belgicus"	"NCBI"	"ASV1995"
"ASV1999"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"	"ASV1999"
"ASV2007"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2007"
"ASV2024"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV2024"
"ASV2026"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Selenastraceae"	"Chlorolobion"	"Chlorolobion braunii"	"NCBI"	"ASV2026"
"ASV2038"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"	"ASV2038"
"ASV2050"	"unassigned"	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"	"ASV2050"
"ASV2056"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV2056"
"ASV2059"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Carteria"	"Carteria radiosa"	"NCBI"	"ASV2059"
"ASV2107"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2107"
"ASV2113"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. Bakunji101709F"	"NCBI"	"ASV2113"
"ASV2122"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Zygnematales"	"Zygnemataceae"	"Zygnemopsis"	"Zygnemopsis sp. CCAP 699/1"	"NCBI"	"ASV2122"
"ASV2146"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Cylindrospermum"	"Cylindrospermum stagnale"	"NCBI"	"ASV2146"
"ASV2172"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV2172"
"ASV2242"	"unassigned"	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"	"ASV2242"
"ASV2244"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV2244"
"ASV2260"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV2260"
"ASV2270"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2270"
"ASV2299"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV2299"
"ASV2316"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2316"
"ASV2341"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"Trebouxia sp. TR9"	"NCBI"	"ASV2341"
"ASV2343"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2343"
"ASV2346"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2346"
"ASV2355"	"unassigned"	"Rhodophyta"	"Stylonematophyceae"	"Stylonematales"	"Stylonemataceae"	"Tsunamia"	"Tsunamia transpacifica"	"NCBI"	"ASV2355"
"ASV2372"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella vulgaris"	"NCBI"	"ASV2372"
"ASV2378"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2378"
"ASV2389"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV2389"
"ASV2404"	"unassigned"	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"	"ASV2404"
"ASV2417"	"unassigned"	"Chlorophyta"	"Mamiellophyceae"	"Monomastigales"	"Monomastigaceae"	"Monomastix"	"Monomastix sp. M722"	"NCBI"	"ASV2417"
"ASV2421"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Geminella"	"Geminella minor"	"NCBI"	"ASV2421"
"ASV2432"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2432"
"ASV2437"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Desmidiales"	"Desmidiaceae"	"Staurastrum"	"Staurastrum paradoxum"	"NCBI"	"ASV2437"
"ASV2458"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1108"	"NCBI"	"ASV2458"
"ASV2461"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2461"
"ASV2476"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV2476"
"ASV2482"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV2482"
"ASV2490"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2490"
"ASV2505"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV2505"
"ASV2521"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium gracile"	"NCBI"	"ASV2521"
"ASV2557"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV2557"
"ASV2578"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2578"
"ASV2584"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"Scenedesmus sp. AS-F-7-1"	"NCBI"	"ASV2584"
"ASV2598"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2598"
"ASV2619"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella sp. ATCC 30562"	"NCBI"	"ASV2619"
"ASV2628"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV2628"
"ASV2632"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2632"
"ASV2655"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2655"
"ASV2669"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Pseudochlorella"	"Pseudochlorella pringsheimii"	"NCBI"	"ASV2669"
"ASV2701"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Mychonastaceae"	"Mychonastes"	"Mychonastes homosphaera"	"NCBI"	"ASV2701"
"ASV2708"	"unassigned"	"Rhodophyta"	"Compsopogonophyceae"	"Erythropeltidales"	"Erythrotrichiaceae"	"Pseudoerythrocladia"	"Pseudoerythrocladia kornmannii"	"NCBI"	"ASV2708"
"ASV2730"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Candidatus Atelocyanobacterium"	"Candidatus Atelocyanobacterium thalassa"	"NCBI"	"ASV2730"
"ASV2739"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2739"
"ASV2741"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV2741"
"ASV2753"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Gracilariales"	"Gracilariaceae"	"Gracilaria"	"Gracilaria spinulosa"	"NCBI"	"ASV2753"
"ASV2781"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Thalassiophysales"	"Catenulaceae"	"Amphora"	"Amphora pediculus"	"NCBI"	"ASV2781"
"ASV2783"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Anathece"	"Anathece clathrata"	"NCBI"	"ASV2783"
"ASV2801"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis parasitica"	"NCBI"	"ASV2801"
"ASV2824"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Fragilariaceae"	"Asterionella"	"Asterionella formosa"	"NCBI"	"ASV2824"
"ASV2857"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Coscinodiscales"	"Coscinodiscaceae"	"Lindavia"	"Lindavia radiosa"	"NCBI"	"ASV2857"
"ASV2860"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2860"
"ASV2866"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Selenastraceae"	"Chlorolobion"	"Chlorolobion braunii"	"NCBI"	"ASV2866"
"ASV2874"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"Tetradesmus obliquus"	"NCBI"	"ASV2874"
"ASV2876"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV2876"
"ASV2889"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV2889"
"ASV2892"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2892"
"ASV2895"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium schmiederi"	"NCBI"	"ASV2895"
"ASV2910"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV2910"
"ASV2938"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Thalassiosirales"	"Thalassiosiraceae"	"Stephanocyclus"	"Stephanocyclus meneghinianus"	"NCBI"	"ASV2938"
"ASV2947"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV2947"
"ASV2952"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Spirogloeales"	"Spirogloeaceae"	"Spirogloea"	"Spirogloea muscicola"	"NCBI"	"ASV2952"
"ASV2953"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Stauroneidaceae"	"Craticula"	"Craticula sp."	"NCBI"	"ASV2953"
"ASV2954"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis parasitica"	"NCBI"	"ASV2954"
"ASV2955"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2955"
"ASV2968"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2968"
"ASV2975"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV2975"
"ASV2981"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV2981"
"ASV2989"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Gracilariales"	"Gracilariaceae"	"Gracilaria"	"Gracilaria spinulosa"	"NCBI"	"ASV2989"
"ASV3006"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Trichormus"	"Trichormus azollae"	"NCBI"	"ASV3006"
"ASV3018"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"unassigned"	"unassigned"	"Naviculales sp."	"NCBI"	"ASV3018"
"ASV3057"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Monodopsidaceae"	"Microchloropsis"	"Microchloropsis salina"	"NCBI"	"ASV3057"
"ASV3061"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV3061"
"ASV3071"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas noctigama"	"NCBI"	"ASV3071"
"ASV3080"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Inkyuleea"	"Inkyuleea mariana"	"NCBI"	"ASV3080"
"ASV3095"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV3095"
"ASV3102"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV3102"
"ASV3107"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Vulcanococcus"	"Vulcanococcus limneticus"	"NCBI"	"ASV3107"
"ASV3130"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV3130"
"ASV3135"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"	"ASV3135"
"ASV3152"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV3152"
