"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV20722"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV20722"
"ASV20741"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV20741"
"ASV20744"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Watanabeales"	"unassigned"	"Watanabea"	"Watanabea sichuanensis"	"NCBI"	"ASV20744"
"ASV20791"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20791"
"ASV20800"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20800"
"ASV20826"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV20826"
"ASV20846"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV20846"
"ASV20861"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV20861"
"ASV20881"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Dasyaceae"	"Dasya"	"Dasya sp. ARS-2011"	"NCBI"	"ASV20881"
"ASV20894"	"unassigned"	"unassigned"	"Glaucocystophyceae"	"Gloeochaetales"	"Gloeochaetaceae"	"Gloeochaete"	"Gloeochaete wittrockiana"	"NCBI"	"ASV20894"
"ASV20899"	"unassigned"	"Rhodophyta"	"Stylonematophyceae"	"Stylonematales"	"Stylonemataceae"	"Tsunamia"	"Tsunamia transpacifica"	"NCBI"	"ASV20899"
"ASV20919"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20919"
"ASV20951"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	"Pseudo-nitzschia"	"Pseudo-nitzschia sp. CNS00097"	"NCBI"	"ASV20951"
"ASV20952"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20952"
"ASV20972"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV20972"
"ASV20990"	"unassigned"	"unassigned"	"Dictyochophyceae"	"Florenciellales"	"unassigned"	"Florenciella"	"Florenciella parvula"	"NCBI"	"ASV20990"
"ASV21008"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Chlorogonium"	"Chlorogonium capillatum"	"NCBI"	"ASV21008"
"ASV21012"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"unassigned"	"unassigned"	"Jenufa"	"Jenufa perforata"	"NCBI"	"ASV21012"
"ASV21048"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas obovoidea"	"NCBI"	"ASV21048"
"ASV21049"	"unassigned"	"Rhodophyta"	"Rhodellophyceae"	"Rhodellales"	"Rhodellaceae"	"Rhodella"	"Rhodella violacea"	"NCBI"	"ASV21049"
"ASV21088"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV21088"
"ASV21127"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV21127"
"ASV21128"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium usitatum"	"NCBI"	"ASV21128"
"ASV21130"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV21130"
"ASV21161"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium yuhuli"	"NCBI"	"ASV21161"
"ASV21163"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV21163"
"ASV21172"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Lithodesmiales"	"Lithodesmiaceae"	"Lithodesmium"	"Lithodesmium sp."	"NCBI"	"ASV21172"
"ASV21186"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV21186"
"ASV21188"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Cyclophorales"	"Cyclophoraceae"	"Astrosyne"	"Astrosyne radiata"	"NCBI"	"ASV21188"
"ASV21211"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV21211"
"ASV21231"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Porphyridiales"	"Porphyridiaceae"	"Porphyridium"	"Porphyridium aerugineum"	"NCBI"	"ASV21231"
"ASV21246"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. T812"	"NCBI"	"ASV21246"
"ASV21277"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Geminocystaceae"	"Cyanobacterium"	"Cyanobacterium sp. uoEpiScrs1"	"NCBI"	"ASV21277"
"ASV21289"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. M30B3"	"NCBI"	"ASV21289"
"ASV21314"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV21314"
"ASV21326"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21326"
"ASV21331"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV21331"
"ASV21350"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Chromulinaceae"	"Ochromonas"	"Ochromonas sp. CCMP1393"	"NCBI"	"ASV21350"
"ASV21358"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV21358"
"ASV21370"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV21370"
"ASV21401"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Lithodesmiales"	"Lithodesmiaceae"	"Lithodesmium"	"Lithodesmium sp."	"NCBI"	"ASV21401"
"ASV21432"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21432"
"ASV21486"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV21486"
"ASV21495"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV21495"
"ASV21506"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV21506"
"ASV21516"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. T812"	"NCBI"	"ASV21516"
"ASV21548"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV21548"
"ASV21585"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Delesseriaceae"	"Hypoglossum"	"Hypoglossum rhizophorum"	"NCBI"	"ASV21585"
"ASV21592"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp. NIES-2121"	"NCBI"	"ASV21592"
"ASV21606"	"unassigned"	"unassigned"	"Cryptophyceae"	"Pyrenomonadales"	"Geminigeraceae"	"Teleaulax"	"Teleaulax amphioxeia"	"NCBI"	"ASV21606"
"ASV21631"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21631"
"ASV21644"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Phacotaceae"	"Phacotus"	"Phacotus lenticularis"	"NCBI"	"ASV21644"
"ASV21651"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Porphyridiales"	"Porphyridiaceae"	"Porphyridium"	"Porphyridium aerugineum"	"NCBI"	"ASV21651"
"ASV21658"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV21658"
"ASV21670"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. BL0902"	"NCBI"	"ASV21670"
"ASV21692"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Corallinales"	"Corallinaceae"	"Pneophyllum"	"Pneophyllum conicum"	"NCBI"	"ASV21692"
"ASV21708"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV21708"
"ASV21732"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21732"
"ASV21764"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Trichogloeopsis"	"Trichogloeopsis pedicellata"	"NCBI"	"ASV21764"
"ASV21791"	"unassigned"	"unassigned"	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Synura"	"Synura leptorrhabda"	"NCBI"	"ASV21791"
"ASV21804"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21804"
"ASV21815"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV21815"
"ASV21822"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"Trebouxia sp. TR9"	"NCBI"	"ASV21822"
"ASV21838"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV21838"
"ASV21840"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV21840"
"ASV21913"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV21913"
"ASV21925"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV21925"
"ASV21943"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella vulgaris"	"NCBI"	"ASV21943"
"ASV21999"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21999"
"ASV22017"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CB0101"	"NCBI"	"ASV22017"
"ASV22024"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Antithamnion"	"Antithamnion erucacladellum"	"NCBI"	"ASV22024"
"ASV22042"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22042"
"ASV22055"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Pectinodesmus"	"Pectinodesmus pectinatus"	"NCBI"	"ASV22055"
"ASV22104"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV22104"
"ASV22111"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV22111"
"ASV22119"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7516"	"NCBI"	"ASV22119"
"ASV22136"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."	"NCBI"	"ASV22136"
"ASV22142"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Antithamnion"	"Antithamnion erucacladellum"	"NCBI"	"ASV22142"
"ASV22143"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Gayliella"	"Gayliella sp. ARS-2011"	"NCBI"	"ASV22143"
"ASV22166"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV22166"
"ASV22167"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Haematococcus"	"Haematococcus lacustris"	"NCBI"	"ASV22167"
"ASV22177"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Coleofasciculaceae"	"Coleofasciculus"	"Coleofasciculus chthonoplastes"	"NCBI"	"ASV22177"
"ASV22182"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22182"
"ASV22183"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas obovoidea"	"NCBI"	"ASV22183"
"ASV22189"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Plectonema"	"Plectonema terebrans"	"NCBI"	"ASV22189"
"ASV22195"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas sp. Dumo2 100310C"	"NCBI"	"ASV22195"
"ASV22215"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Lithodesmiales"	"Lithodesmiaceae"	"Ditylum"	"Ditylum brightwellii"	"NCBI"	"ASV22215"
"ASV22221"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV22221"
"ASV22232"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7516"	"NCBI"	"ASV22232"
"ASV22244"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlorosarcinales"	"Chlorosarcinaceae"	"Chlorosarcinopsis"	"Chlorosarcinopsis eremi"	"NCBI"	"ASV22244"
"ASV22270"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV22270"
"ASV22298"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22298"
"ASV22320"	"unassigned"	"unassigned"	"Dictyochophyceae"	"Florenciellales"	"unassigned"	"Florenciella"	"Florenciella parvula"	"NCBI"	"ASV22320"
"ASV22342"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22342"
"ASV22356"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Lithodesmiales"	"Lithodesmiaceae"	"Lithodesmium"	"Lithodesmium sp."	"NCBI"	"ASV22356"
"ASV22367"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV22367"
"ASV22430"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV22430"
"ASV22435"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV22435"
"ASV22447"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas sp. Dumo2 100310C"	"NCBI"	"ASV22447"
"ASV22475"	"unassigned"	"Rhodophyta"	"Compsopogonophyceae"	"Compsopogonales"	"Boldiaceae"	"Boldia"	"Boldia erythrosiphon"	"NCBI"	"ASV22475"
"ASV22546"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"	"NCBI"	"ASV22546"
"ASV22564"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Watanabeales"	"unassigned"	"Watanabea"	"Watanabea sichuanensis"	"NCBI"	"ASV22564"
"ASV22606"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chaetophorales"	"Aphanochaetaceae"	"Aphanochaete"	"Aphanochaete confervicola"	"NCBI"	"ASV22606"
"ASV22627"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV22627"
"ASV22635"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV22635"
"ASV22660"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Dasyaceae"	"Dictyurus"	"Dictyurus purpurascens"	"NCBI"	"ASV22660"
"ASV22664"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Stauroneidaceae"	"Craticula"	"Craticula sp."	"NCBI"	"ASV22664"
"ASV22665"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Rippkaea"	"Rippkaea orientalis"	"NCBI"	"ASV22665"
"ASV22704"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV22704"
"ASV22706"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22706"
"ASV22733"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV22733"
"ASV22787"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Corallinales"	"Corallinaceae"	"Hydrolithon"	"Hydrolithon reinboldii"	"NCBI"	"ASV22787"
"ASV22793"	"unassigned"	"unassigned"	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Mallomonas"	"Mallomonas adamas"	"NCBI"	"ASV22793"
"ASV22799"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium palatinum"	"NCBI"	"ASV22799"
"ASV22800"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22800"
"ASV22808"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22808"
"ASV22816"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22816"
"ASV22817"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22817"
"ASV22824"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV22824"
"ASV22876"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV22876"
"ASV22882"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Phacaceae"	"Lepocinclis"	"Lepocinclis oxyuris"	"NCBI"	"ASV22882"
"ASV22883"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV22883"
"ASV22902"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22902"
"ASV22903"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV22903"
"ASV22910"	"unassigned"	"Chlorophyta"	"Pedinophyceae"	"Pedinomonadales"	"Pedinomonadaceae"	"Pedinomonas"	"Pedinomonas minor"	"NCBI"	"ASV22910"
"ASV22913"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV22913"
"ASV22915"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV22915"
"ASV22923"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Delesseriaceae"	"Platysiphonia"	"Platysiphonia delicata"	"NCBI"	"ASV22923"
"ASV22958"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Hemiaulales"	"Hemiaulaceae"	"Cerataulina"	"Cerataulina sp."	"NCBI"	"ASV22958"
"ASV22996"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Haematococcus"	"Haematococcus lacustris"	"NCBI"	"ASV22996"
"ASV23017"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas curvata"	"NCBI"	"ASV23017"
"ASV23036"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Plectonema"	"Plectonema terebrans"	"NCBI"	"ASV23036"
"ASV23039"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Gayliella"	"Gayliella sp. ARS-2011"	"NCBI"	"ASV23039"
"ASV23068"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV23068"
"ASV23085"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Anabaena"	"Anabaena sp. CCAP 1446/1C"	"NCBI"	"ASV23085"
"ASV23153"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Chlorogonium"	"Chlorogonium capillatum"	"NCBI"	"ASV23153"
"ASV23260"	"unassigned"	"Rhodophyta"	"Stylonematophyceae"	"Stylonematales"	"Stylonemataceae"	"Tsunamia"	"Tsunamia transpacifica"	"NCBI"	"ASV23260"
"ASV23286"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV23286"
"ASV23299"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV23299"
"ASV23300"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV23300"
"ASV23309"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV23309"
"ASV23315"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV23315"
"ASV23317"	"unassigned"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula japonica"	"NCBI"	"ASV23317"
"ASV23359"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. BL0902"	"NCBI"	"ASV23359"
"ASV23385"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV23385"
